address,price
"40 Prince St New York, NY 10012","$9,950"
"26 W 11th St New York, NY 10011","$7,995"
"2373 Broadway New York, NY 10024","$7,700"
"26 E 126th St New York, NY 10035","$12,000"
"51 E 131st St New York, NY 10037","$2,900"
"507 W 169th St New York, NY 10032","$2,246"
"160 W 12th St New York, NY 10011","$12,000"
"235 W 102nd St New York, NY 10025","$3,400"
"100 Forsyth St New York, NY 10002","$3,995"
"531 W 151st St New York, NY 10031","$3,095"
"2147 2nd Ave New York, NY 10029","$3,000"
"2147 2nd Ave New York, NY 10029","$3,200"
"95 Park Terrace E New York, NY 10034","$2,800"
"342 Manhattan Ave New York, NY 10026","$1,300"
"356 W 37th St New York, NY 10018","$6,500"
"620 W 172nd St New York, NY 10032","$2,581"
"203 Spring St New York, NY 10012","$6,000"
"314 W 39th St New York, NY 10018","$4,200"
"505 W 161st St New York, NY 10032","$2,000"
"600 W 144th St New York, NY 10031","$4,100"
"146 E 39th St New York, NY 10016","$3,100"
"227 Columbus Ave New York, NY 10023","$3,500"
"1516 Park Ave New York, NY 10029","$3,500"
"161 W 61st St New York, NY 10023","$2,900"
"252 South St New York, NY 10002","$4,950"
"395 South End Ave New York, NY 10280","$4,670"
"75 Wall St New York, NY 10005","$7,000"
"311 11th Ave New York, NY 10001","$8,770"
"222 E 34th St New York, NY 10016","$5,340"
"572 11th Ave New York, NY 10036","$4,308"
"100 Convent Ave New York, NY 10027","$4,499"
"340 E 23rd St New York, NY 10010","$3,500"
"100 W 139th St New York, NY 10030","$2,000"
"436 W 21st St New York, NY 10011","$9,250"
"375 Pleasant Ave New York, NY 10035","$2,500"
"952 5th Ave New York, NY 10075","$9,320"
"16 Magaw Pl New York, NY 10033","$2,100"
"155 W 82nd St New York, NY 10024","$5,500"
"195 Hudson St New York, NY 10013","$22,500"
"26 Gramercy Pk S New York, NY 10003","$3,850"
"149 E 81st St New York, NY 10028","$3,995"
"467 W 164th St New York, NY 10032","$2,200"
"165 Ludlow St New York, NY 10002","$2,895"
"202 E 110th St New York, NY 10029","$3,300"
"563 W 144th St New York, NY 10031","$3,000 /mo"
"324 W 47th St New York, NY 10036","$3,785 /mo"
"560 Main St New York, NY 10044","$4,050"
"4 Hamilton Terrace New York, NY 10031","$13,500 /mo"
"172 W 79th St New York, NY 10024","$3,600"
"311 11th Ave New York, NY 10001","$5,420"
"37 Market St New York, NY 10002","$5,000"
"2100 2nd Ave New York, NY 10029","$3,695"
"2100 2nd Ave New York, NY 10029","$2,595"
"155 E 34th St New York, NY 10016","$4,350"
"340 W 86th St New York, NY 10024","$2,999"
"90 East End Ave New York, NY 10028","$13,500"
"30 Waterside Plaza New York, NY 10010","$4,710"
"63 W 104th St New York, NY 10025","$4,500"
"729 W 186th St New York, NY 10033","$2,350"
"241 Sullivan St New York, NY 10012","$3,399"
"535 W 23rd St New York, NY 10011","$3,880"
"1 West St New York, NY 10004","$3,700"
"126 Lexington Ave New York, NY 10016","$3,500"
"207 W 115th St New York, NY 10026","$2,800"
"43 Wooster St New York, NY 10013","$16,250 /mo"
"207 W 115th St New York, NY 10026","$2,600"
"83 Walker St New York, NY 10013","$9,750"
"150 E 49th St New York, NY 10017","$4,000"
"474 9th Ave New York, NY 10018","$3,250"
"237 Sullivan St New York, NY 10012","$4,000"
"568 9th Ave New York, NY 10036","$3,200"
"60 W 125th St New York, NY 10027","$2,800"
"424 West End Ave New York, NY 10024","$9,895"
"78 W 63rd St. New York, NY 10023","$4,750"
"78 W 63rd St. New York, NY 10023","$8,000"
"2375 Adam Clayton Powell Jr Blvd New York, NY 10030","$2,495"
"239 W 63rd St. New York, NY 10023","$2,900"
"243 Henry St New York, NY 10002","$3,995"
"410 E 13th St New York, NY 10009","$4,295"
"101 Warren St New York, NY 10007","$6,800"
"1831 Madison Ave New York, NY 10035","$2,995"
"257 Water St New York, NY 10038","$5,995"
"1627 Park Ave New York, NY 10029","$2,350"
"227 Columbus Ave New York, NY 10023","$3,500"
"1706 1st Ave. New York, NY 10128","$3,750"
"241 E 21st St New York, NY 10010","$5,789"
"241 E 21st St New York, NY 10010","$5,700"
"435 E 84th St New York, NY 10028","$2,700"
"314 E 85th St New York, NY 10028","$2,600"
"158 E 85th St New York, NY 10028","$2,700"
"424 E 77th St New York, NY 10075","$2,700"
"212-214 E 73rd St New York, NY 10021","$2,685"
"127 E 85th St New York, NY 10028","$2,689"
"445 E 88th St New York, NY 10128","$2,700"
"150 Lexington Ave New York, NY 10016","$2,700"
"56 Ludlow St New York, NY 10002","$5,995"
"110 Horatio St New York, NY 10014","$5,125"
"200 E 72nd St New York, NY 10021","$7,000"
"166 E 72nd St New York, NY 10021","$4,300"
"44 Laight St New York, NY 10013","$30,000 /mo"
"85 East End Ave New York, NY 10028","$4,025"
"511 W 186th St New York, NY 10033","$1,750"
"125 W 31st St New York, NY 10001","$6,645"
"530 E 89th St New York, NY 10128","$2,850"
"729 W 186th St New York, NY 10033","$2,925"
"118 Baxter St BROOKLYN, NY 11201","$7,800"
"510 Main St New York, NY 10044","$4,150"
"539 Lenox Ave New York, NY 10030","$3,600"
"75 Baxter St New York, NY 10013","$2,870"
"89 Clinton St New York, NY 10002","$6,095"
"1469 5th Ave New York, NY 10035","$3,995"
"212 E 105th St New York, NY 10029","$3,195"
"80 Varick St New York, NY 10013","$8,500"
"603 Isham St New York, NY 10034","$2,195"
"48 St Nicholas Pl New York, NY 10031","$2,654"
"315 W 33rd St New York, NY 10001","$4,105"
"610 W 157th St New York, NY 10032","$2,300"
"336 E 30th St New York, NY 10016","$2,795"
"166 E 61st St New York, NY 10065","$3,500"
"202 E 110th St New York, NY 10029","$3,250"
"375 Pleasant Ave New York, NY 10035","$2,400"
"488 7th Ave New York, NY 10018","$5,200"
