address,price
"15251 S 50th St, Phoenix, AZ 85044","$1,503 - 3,046"
"2122 W Butler Dr, Phoenix, AZ 85021","$900 - 1,525"
"4326 N 35th Ave, Phoenix, AZ 85017","$979 - 1,449"
"2311 E Union Hills Dr, Phoenix, AZ 85024","$1,470 - 2,220"
"4711 N 15th St, Phoenix, AZ 85014","$1,395 - 1,745"
"7151 W Indian School Rd, Phoenix, AZ 85033","$1,099 - 1,229"
"14625 S Mountain Pkwy, Phoenix, AZ 85044","$1,563 - 2,126"
"1130 E Grovers Ave, Phoenix, AZ 85022","$1,349 - 1,609"
"67 E Roanoke Ave, Phoenix, AZ 85004","$1,250"
"2015 W Union Hills Dr, Phoenix, AZ 85027","$1,300 - 1,700"
"301 W Pasadena Ave, Phoenix, AZ 85013","$1,599 - 1,695"
"5008 E Thomas Rd, Phoenix, AZ 85018","$1,038 - 2,088"
"1822 N 32nd St, Phoenix, AZ 85008","$1,195 - 1,695"
"3220 N 38th St, Phoenix, AZ 85018","$2,600 - 3,230"
"11459 N 28th Dr, Phoenix, AZ 85029","$1,175 - 1,545"
"9410 N 31st Ave, Phoenix, AZ 85051","$915 - 1,775"
"4802 N 19th Ave, Phoenix, AZ 85015","$1,195 - 1,725"
"2420 N 24th St, Phoenix, AZ 85008","$925 - 1,125"
"4815 E Thomas Rd, Phoenix, AZ 85018","$1,060 - 1,445"
"2025 W Indian School Rd, Phoenix, AZ 85015","$805 - 2,155"
"2700 W Sahuaro Dr, Phoenix, AZ 85029","$875 - 1,399"
"7002 W Indian School Rd, Phoenix, AZ 85033","$1,091 - 1,311"
"1735 W Cortez St, Phoenix, AZ 85029","$1,100 - 1,200"
"2050 W Southern Ave, Phoenix, AZ 85041","$994 - 1,377"
"5830 N 67th Ave, Glendale, AZ 85301","$1,249 - 1,599"
"1007 W 1st St, Tempe, AZ 85281","$1,450 - 1,850"
"1100 N Priest Dr, Chandler, AZ 85226","$1,594 - 3,137"
"4404 W Bethany Home Rd, Glendale, AZ 85301","$1,250 - 1,450"
"5045 N 58th Ave, Glendale, AZ 85301","$1,295 - 1,599"
"5038 S Hardy Dr, Tempe, AZ 85282","$1,349 - 2,257"
"4529 W Ocotillo Rd, Glendale, AZ 85301","$1,275 - 1,750"
"13610 N 51st Ave, Glendale, AZ 85304","$1,175 - 1,575"
"4839 S Darrow Dr, Tempe, AZ 85282","$1,350 - 1,710"
"3734 W Camelback Rd, Phoenix, AZ 85019","$1,249 - 1,499"
"12440 N 19th Ave, Phoenix, AZ 85029","$1,120 - 1,610"
"3420 W Rose Ln, Phoenix, AZ 85017","$1,250 - 1,300"
"5615 N 7th St, Phoenix, AZ 85014","$1,215 - 1,930"
"1720 E Monte Vista Rd, Phoenix, AZ 85006","$1,395 - 1,495"
"2502 W Ocotillo Rd, Phoenix, AZ 85017","$1,249 - 1,479"
"80 W Maryland Ave, Phoenix, AZ 85013",Call for Rent
"3223 N Algodon Way, Phoenix, AZ 85037","$1,465 - 2,540"
"3830 W McDowell Rd, Phoenix, AZ 85009","$1,279 - 1,499"
"1609 W Glendale Ave, Phoenix, AZ 85021","$1,700 - 2,200"
"10851 N 43RD Ave, Phoenix, AZ 85029","$1,310 - 1,657"
"1422 N 5th St, Phoenix, AZ 85004","$1,349 - 1,399"
"2534-2550 W Hazelwood St, Phoenix, AZ 85017","$1,229 - 1,499"
"1502-1516 E Rovey Ln, Phoenix, AZ 85014","$1,700"
"6801 N 25th Dr, Phoenix, AZ 85017","$1,249 - 1,499"
"1320 E Highland Ave, Phoenix, AZ 85014","$1,675 - 1,750"
"550 E Earll Dr, Phoenix, AZ 85012","$1,300 - 1,475"
"1220 N 44th St, Phoenix, AZ 85008","$1,400 - 1,925"
"4201 N 35th Ave, Phoenix, AZ 85017","$1,049 - 1,399"
"1206 E Highland Ave, Phoenix, AZ 85014","$1,650 - 2,500"
"5402 E Washington St, Phoenix, AZ 85034","$1,425 - 2,650"
"2540 W Maryland Ave, Phoenix, AZ 85017","$1,199 - 1,459"
"10001 N 7th St, Phoenix, AZ 85020","$1,075 - 1,599"
"4102 W Osborn Rd, Phoenix, AZ 85019","$1,145 - 1,549"
"3221 W El Camino Dr, Phoenix, AZ 85051","$920 - 1,655"
"357 W Pierson St, Phoenix, AZ 85013","$1,250 - 2,050"
"4707 E McDowell Rd, Phoenix, AZ 85008","$1,065 - 1,645"
"4422 N 36th St, Phoenix, AZ 85018","$1,200 - 1,350"
"2250 W Glendale Ave, Phoenix, AZ 85021","$1,040 - 1,190"
"1220 E Medlock Dr, Phoenix, AZ 85014","$1,249 - 1,549"
"3535 W Camelback Rd, Phoenix, AZ 85019","$1,135 - 1,250"
"5775 W Roosevelt St, Phoenix, AZ 85043","$1,100 - 2,200"
"8115 N 18th St, Phoenix, AZ 85020","$1,599 - 2,199"
"2606 N 44th St, Phoenix, AZ 85008","$1,225 - 1,750"
"3065 N 67th Ave, Phoenix, AZ 85033","$1,695 - 1,899"
"4238 N 17th St, Phoenix, AZ 85016","$1,470 - 1,570"
"2811 W Deer Valley Rd, Phoenix, AZ 85027","$1,429 - 3,074"
"2225 W Indian School Rd, Phoenix, AZ 85015","$1,095 - 1,750"
"4341 N 24th St, Phoenix, AZ 85016","$1,000 - 1,550"
"40 E Sunland Ave, Phoenix, AZ 85040","$1,199 - 1,400"
"3633 N 6th Ave, Phoenix, AZ 85013","$1,600 - 1,805"
"1518 W Colter St, Phoenix, AZ 85015","$1,450"
"12021 N 43rd Ave, Phoenix, AZ 85029","$1,200 - 1,855"
"4350 N 5th Ave, Phoenix, AZ 85013","$1,350 - 1,775"
"44 W Monroe St, Phoenix, AZ 85003","$1,657 - 6,853"
"3025 N 36th St, Phoenix, AZ 85018",Call for Rent
"8550 W McDowell Rd, Phoenix, AZ 85037","$1,309 - 1,989"
"7021 W McDowell Rd, Phoenix, AZ 85035","$1,348 - 1,710"
"9920 W Camelback Rd, Phoenix, AZ 85037","$1,495 - 3,070"
"2339 W Northern Ave, Phoenix, AZ 85021","$1,299 - 1,449"
"840 W Tonto St, Phoenix, AZ 85007","$1,348 - 2,269"
"13625 S 48th St, Phoenix, AZ 85044","$1,498 - 2,775"
"4140 W McDowell Rd, Phoenix, AZ 85009","$1,179 - 1,584"
"5611 S 32nd St, Phoenix, AZ 85040","$1,348 - 1,818"
"3001 N 32nd St, Phoenix, AZ 85018","$1,199 - 1,550"
"5401 E Van Buren St, Phoenix, AZ 85008","$1,835 - 1,899"
"4227 N 27th Ave, Phoenix, AZ 85017","$1,099 - 1,449"
"8135 N 35th Ave, Phoenix, AZ 85051","$1,015 - 1,910"
"2015 W Cactus Rd, Phoenix, AZ 85029","$1,085 - 1,595"
"2233 N 36th St, Phoenix, AZ 85008","$995 - 1,250"
"3101 N 32nd St, Phoenix, AZ 85018","$1,225 - 1,500"
"886 N Cofco Center Ct, Phoenix, AZ 85008","$1,620 - 2,447"
"3425 E Chandler Blvd, Phoenix, AZ 85048","$1,469 - 2,314"
"4115 E Indian School Rd, Phoenix, AZ 85018","$1,195 - 1,775"
"9202 N 19th Ave, Phoenix, AZ 85021","$1,000 - 1,550"
"1901 E Osborn Rd, Phoenix, AZ 85016","$1,190"
"4405 N 103rd Ave, Phoenix, AZ 85037","$1,250 - 1,700"
"8111 N 19th Ave, Phoenix, AZ 85021","$1,035 - 1,385"
"1802 W Maryland Ave, Phoenix, AZ 85015","$1,235 - 2,778"
"33600 N 27th Dr, Phoenix, AZ 85085","$1,314 - 1,757"
"20808 N 27th Ave, Phoenix, AZ 85027","$1,234 - 2,625"
"121 W Portland St, Phoenix, AZ 85003","$1,490 - 3,842"
"1550 E Campbell Ave, Phoenix, AZ 85014","$1,398 - 3,047"
"617 N 3rd Ave, Phoenix, AZ 85003","$1,349"
"3613-3644 N 5th Ave, Phoenix, AZ 85013","$1,201 - 2,198"
"4029 W McDowell Rd, Phoenix, AZ 85009","$1,200 - 1,300"
"2930 N 46th St, Phoenix, AZ 85018","$1,325"
"3816 N 83rd Ave, Phoenix, AZ 85033","$1,138 - 1,675"
"5704 W Thomas Rd, Phoenix, AZ 85031","$1,175 - 1,385"
"626 N 5th Ave, Phoenix, AZ 85003","$1,250"
"5601 W McDowell Rd, Phoenix, AZ 85035","$1,050 - 1,800"
"1637 E Missouri Ave, Phoenix, AZ 85016","$945 - 1,191"
"4728 N 15th St, Phoenix, AZ 85014","$1,075 - 1,650"
"358 E Roeser Rd, Phoenix, AZ 85040","$950 - 1,734"
"5405 S 19th Ave, Phoenix, AZ 85041","$1,300 - 1,595"
"3802 N 28th St, Phoenix, AZ 85016","$1,360 - 1,600"
"1801 N 83rd Ave, Phoenix, AZ 85035","$1,115 - 1,975"
"3330 W Greenway Rd, Phoenix, AZ 85053","$999 - 1,555"
"6131 W Thomas Rd, Phoenix, AZ 85033","$1,000 - 1,525"
"4715 N Black Canyon Hwy, Phoenix, AZ 85015","$1,110 - 1,500"
"2030 W Indian School Rd, Phoenix, AZ 85015","$1,050 - 1,400"
"4225 E McDowell Rd, Phoenix, AZ 85008","$1,300 - 2,105"
"1502 E Osborn Rd, Phoenix, AZ 85014","$1,215 - 2,755"
"3426 N 32nd St, Phoenix, AZ 85018","$980 - 1,430"
"16804 N 42nd Ave, Phoenix, AZ 85053","$1,606 - 1,746"
"2019-2025 E Turney Ave, Phoenix, AZ 85016","$995 - 1,895"
"3001 N Black Canyon Hwy, Phoenix, AZ 85015","$1,149 - 1,250"
"1502 W Glendale Ave, Phoenix, AZ 85021","$1,000 - 1,450"
"5145 N 7th St, Phoenix, AZ 85014","$1,079 - 1,400"
"2323 E Van Buren St, Phoenix, AZ 85006","$915 - 1,075"
"12830 N Paradise Village Pky W, Phoenix, AZ 85032",Call for Rent
"1350 W Van Buren St, Phoenix, AZ 85007","$1,450 - 2,030"
"4711 N 14th St, Phoenix, AZ 85014","$1,300 - 3,750"
"17646 N Cave Creek Rd, Phoenix, AZ 85032","$1,150 - 1,650"
"1802 W Cholla St, Phoenix, AZ 85029","$949 - 1,395"
"11645 N 25th Pl, Phoenix, AZ 85028","$1,565"
"1717 W Glendale Ave, Phoenix, AZ 85021",Call for Rent
"8222 N 19th Ave, Phoenix, AZ 85021","$764 - 2,395"
"5510 N 35th Ave, Phoenix, AZ 85017","$1,200 - 1,400"
"5312 E Taylor St, Phoenix, AZ 85008","$1,025 - 1,350"
"2522 W Highland Ave, Phoenix, AZ 85017","$925 - 1,325"
"3602 E Monte Vista Rd, Phoenix, AZ 85008","$975 - 1,400"
"3030 N 7th St, Phoenix, AZ 85014","$1,395 - 1,775"
"137 E Coronado Rd, Phoenix, AZ 85004","$1,200 - 1,525"
"5530 N 17th Ave, Phoenix, AZ 85015","$1,350 - 1,600"
"730-736 E Turney Ave, Phoenix, AZ 85014","$1,149"
"2912 E Indian School Rd, Phoenix, AZ 85016","$975 - 1,250"
"10227 N 32nd Ln, Phoenix, AZ 85051","$875 - 1,400"
"5333 E Thomas Rd, Phoenix, AZ 85018","$928 - 1,192"
"8225 W McDowell Rd, Phoenix, AZ 85035","$894 - 1,655"
"2922 E Weir Ave, Phoenix, AZ 85040","$1,350 - 1,500"
"901 W Cinnabar Ave, Phoenix, AZ 85021","$1,055"
"3515 E Bell Rd, Phoenix, AZ 85032","$975 - 1,650"
"12435 N 28th Dr, Phoenix, AZ 85029","$961 - 4,013"
"11050 N Biltmore Dr, Phoenix, AZ 85029","$875 - 1,499"
"2524 W Glenrosa Ave, Phoenix, AZ 85017","$980 - 2,500"
"2636 N 41st Ave, Phoenix, AZ 85009","$734 - 1,160"
"1600 W Highland Ave, Phoenix, AZ 85015","$715 - 1,250"
"4730 N 19th Ave, Phoenix, AZ 85015",$755 - 985
"5627 N 16th St, Phoenix, AZ 85016",$704 - 934
"6635 N 19th Ave, Phoenix, AZ 85015",$715 - 940
"5750 N 59th Ave, Glendale, AZ 85301","$1,312 - 1,820"
"5215 W Peoria Ave, Glendale, AZ 85302","$1,300 - 1,630"
"5550 N 95th Ave, Glendale, AZ 85305","$1,505 - 3,105"
"3212 N 70th St, Scottsdale, AZ 85251","$2,195"
"4608 W Maryland Ave, Glendale, AZ 85301",Call for Rent
"6507 S Hardy Dr, Tempe, AZ 85283","$1,400 - 1,600"
"5190 N 55th Ave, Glendale, AZ 85301","$1,090 - 1,445"
"5750 N 59th Ave, Glendale, AZ 85301","$1,157 - 1,607"
"7110 E Continental Dr, Scottsdale, AZ 85257","$1,395 - 2,095"
"4201 W Union Hills Dr, Glendale, AZ 85308","$1,178 - 2,251"
"4937 W Myrtle Ave, Glendale, AZ 85301",$960
"7102 N 43rd Ave, Glendale, AZ 85301","$950 - 1,400"
"6824 E 4th St, Scottsdale, AZ 85251","$1,195"
"5038 N 55th Ave, Glendale, AZ 85301","$950 - 1,275"
"6505-6509 E Osborn Rd, Scottsdale, AZ 85251","$1,200 - 1,820"
"1204 N 91st Ave, Tolleson, AZ 85353","$894 - 1,955"
"Phoenix, AZ 85022","$1,500"
"Phoenix, AZ 85015","$1,550 - 1,600"
"Phoenix, AZ 85034","$2,000"
"Phoenix, AZ 85041","$1,600"
"Phoenix, AZ 85024","$2,700 /mo"
"Phoenix, AZ 85032","$1,475"
"Phoenix, AZ 85008","$1,971"
"Phoenix, AZ 85018","$1,875"
"Phoenix, AZ 85018","$1,702"
"Phoenix, AZ 85018","$1,731"
"Phoenix, AZ 85014","$1,972"
"Phoenix, AZ 85018","$1,558"
"Phoenix, AZ 85018","$1,558"
"Phoenix, AZ 85050","$2,484 /mo"
"Glendale, AZ 85301","$1,549"
"Glendale, AZ 85301","$1,549"
"Glendale, AZ 85301","$1,684"
"Glendale, AZ 85301","$1,763"
"1809 E Virginia Ave, Phoenix, AZ 85006",Call for Rent
"3325 E Pinchot Ave, Phoenix, AZ 85018","$1,199 - 1,249"
"3201 N 36th St, Phoenix, AZ 85018","$1,349"
"1819 E Sheridan St, Phoenix, AZ 85006","$1,349"
"4450 N Longview Ave, Phoenix, AZ 85014",Call for Rent
"1921 E Virginia Ave, Phoenix, AZ 85006","$1,479"
"2302 N 27th St, Phoenix, AZ 85008","$1,450 - 1,675"
"6333 N 12th St, Phoenix, AZ 85014","$1,150 - 1,575"
"2950 N 46th St, Phoenix, AZ 85018","$1,195"
"15430 N 25th St, Phoenix, AZ 85032","$1,875 - 2,000"
"3131 N Black Canyon Hwy, Phoenix, AZ 85015","$1,089 - 1,409"
"4848 E Holly St, Phoenix, AZ 85008","$1,095 - 1,395"
"6131 N 27th Ave, Phoenix, AZ 85017","$925 - 1,250"
"5110 N 32nd St, Phoenix, AZ 85018","$1,695 - 2,300"
"2722 N 7th St, Phoenix, AZ 85006","$1,725 - 1,875"
"321 W Medlock Dr, Phoenix, AZ 85013","$1,320"
"2223-2255 E Cactus Rd, Phoenix, AZ 85022","$1,399 - 1,550"
"15425 N Tatum Blvd, Phoenix, AZ 85032","$1,299 - 2,099"
"345 W Pasadena Ave, Phoenix, AZ 85013","$1,065"
"2950 E Greenway Rd, Phoenix, AZ 85032",Call for Rent
"5343 E Taylor St, Phoenix, AZ 85008","$1,095 - 1,395"
"4802 N 15th Ave, Phoenix, AZ 85015","$1,200 - 1,375"
"2408 W Myrtle Ave, Phoenix, AZ 85021",$900 - 950
"2827 N 51st Ave, Phoenix, AZ 85035","$995 - 1,300"
"622 N 9th Ave, Phoenix, AZ 85007","$1,150 - 1,225"
"8400 W Virginia Ave, Phoenix, AZ 85037","$1,228 - 2,863"
"1045 S 8th Ave, Phoenix, AZ 85007",Call for Rent
"4033 S 7th St, Phoenix, AZ 85040",Call for Rent
"6901 W Mcdowell Rd, Phoenix, AZ 85035","$1,195 - 1,845"
"550 W Maryland Ave, Phoenix, AZ 85013","$2,390"
"1350 E Thomas Rd, Phoenix, AZ 85014","$825 - 1,020"
"2539-2547 N 48th St, Phoenix, AZ 85008","$900 - 1,295"
"2542 W Colter St, Phoenix, AZ 85017","$780 - 1,005"
"2247 E Van Buren St, Phoenix, AZ 85006","$771 - 1,120"
"850 E Jones Ave, Phoenix, AZ 85040",$690 - 990
"15215 N Kierland Blvd, Scottsdale, AZ 85254","$7,000 - 9,000"
"6625-6626 E Cheery Lynn Rd, Scottsdale, AZ 85251","$2,250"
"409 N Scottsdale Rd, Scottsdale, AZ 85257","$1,299 - 1,800"
"202 S Hardy Dr, Tempe, AZ 85281","$2,399 - 2,999"
"5755 N 59th Ave, Glendale, AZ 85301","$1,084 - 1,495"
"7549 N 21st Ave, Phoenix, AZ 85021","$1,500"
"777 W Campbell Ave, Phoenix, AZ 85013","$1,050 - 1,495"
"1107 E Bell Rd, Phoenix, AZ 85022","$1,700"
"110 Maryland W Ave, Phoenix, AZ 85013","$1,595"
"10410 Cave Creek N Rd, Phoenix, AZ 85020","$1,620"
"3708 Kerry E Ln, Phoenix, AZ 85050","$3,000 /mo"
"8330 N 21st Dr, Phoenix, AZ 85021","$1,650"
"349 E Thomas Rd, Phoenix, AZ 85012","$3,000"
"3777 E McDowell Rd, Phoenix, AZ 85008","$2,297"
"2715 E Marconi Ave, Phoenix, AZ 85032","$1,100"
"4645 E Wood St, Phoenix, AZ 85040","$1,298"
"3777 E McDowell Rd, Phoenix, AZ 85008","$2,377"
"1702 W Tuckey Ln, Phoenix, AZ 85015","$2,500"
"4406 E Hubbell St, Phoenix, AZ 85008","$2,750"
"3708 E Kerry Ln, Phoenix, AZ 85050","$3,000 /mo"
"3302 N 7th St, Phoenix, AZ 85014","$1,750"
"1648 W Colter St, Phoenix, AZ 85015","$1,195"
"5525 E Thomas Rd, Phoenix, AZ 85018","$1,890"
"2702 E Juniper Ave, Phoenix, AZ 85032","$2,300"
"1446 E Grovers Ave, Phoenix, AZ 85022","$1,750"
"1880 E Morten Ave, Phoenix, AZ 85020","$1,600"
"204 E Hatcher Rd, Phoenix, AZ 85020","$2,300"
"5235 N 8th Plz, Phoenix, AZ 85014","$1,795 /mo"
"1920 W Mulberry Dr, Phoenix, AZ 85015","$2,250 - 2,750"
"8101 N 33rd Dr, Phoenix, AZ 85051","$2,500 - 3,000"
"1832 N 7th Ave, Phoenix, AZ 85007","$1,000 - 1,200 /mo"
"1906 W Cambridge Ave, Phoenix, AZ 85009","$2,250 /mo"
"4750 N Central Ave, Phoenix, AZ 85012","$2,200"
"6317 W Raymond St, Phoenix, AZ 85043","$2,095 /mo"
"3935 E Rough Rider Rd, Phoenix, AZ 85050","$5,000"
"2286 E Hidalgo Ave, Phoenix, AZ 85040","$3,000"
"1030 E Indianola Ave, Phoenix, AZ 85014","$2,350 /mo"
"32005 N 16th Ave, Phoenix, AZ 85085","$4,900 /mo"
"3301 E Earll Dr, Phoenix, AZ 85018","$1,650"
"8902 N 13th St, Phoenix, AZ 85020","$2,000 /mo"
"3825 E Camelback Rd, Phoenix, AZ 85018","$2,650"
"9609 N 13th St, Phoenix, AZ 85020","$2,400"
"3301 E Earll Dr, Phoenix, AZ 85018","$1,750"
"4712 E Portland St, Phoenix, AZ 85008","$1,450"
"3502 N 36th St, Phoenix, AZ 85018","$2,800 /mo"
"4538 N 87th Dr, Phoenix, AZ 85037","$2,300 /mo"
"3839 E Cambridge Ave, Phoenix, AZ 85008","$3,000 /mo"
"733 E Palo Verde Dr, Phoenix, AZ 85014","$1,300"
"5525 E Thomas Rd, Phoenix, AZ 85018","$1,300"
"6130 N 12th Way, Phoenix, AZ 85014","$2,850"
"3909 E Wethersfield Rd, Phoenix, AZ 85032","$4,100 /mo"
"6223 N 12th St, Phoenix, AZ 85014","$2,000"
"29596 N 68th Dr, Peoria, AZ 85383","$9,850 /mo"
"7101 E Wilshire Dr, Scottsdale, AZ 85257","$1,650"
"2155 S 55th St, Tempe, AZ 85282","$3,283"
"3313 North 68th Street, Scottsdale, AZ 85251","$1,595"
"10101 W Orange Dr, Glendale, AZ 85307","$3,995 /mo"
"10322 W San Juan Ave, Glendale, AZ 85307","$5,900 /mo"
"7180 E Kierland Blvd, Scottsdale, AZ 85254","$3,800"
"19777 N 76th St, Scottsdale, AZ 85255","$2,400"
"7137 E Rancho Vista Dr, Scottsdale, AZ 85251","$4,500"
"4225 W Bluefield Ave, Glendale, AZ 85308",$850 /mo
"2313 N 66th St, Scottsdale, AZ 85257","$3,250 /mo"
"1077 W 1st St, Tempe, AZ 85281","$1,850"
"1674 W Village Way, Tempe, AZ 85282","$1,600"
"6302 E Cochise Rd, Paradise Valley, AZ 85253","$12,500 /mo"
"6940 E Cochise Rd, Scottsdale, AZ 85253","$4,500"
"4600 N 68th St, Scottsdale, AZ 85251","$2,500"
"5757 W Eugie Ave, Glendale, AZ 85304","$1,950"
"4610 N 68th St, Scottsdale, AZ 85251","$2,050"
"4901 S Calle Los Cerros Dr, Tempe, AZ 85282","$1,595"
"34807 N 32nd Dr Phoenix, AZ 85086","$2,431"
"4502 E Paradise Village Pkwy S Phoenix, AZ 85032","$2,974"
"7611 S 36th St Phoenix, AZ 85042","$2,972"
"13625 S 48th St Phoenix, AZ 85044","$2,629"
"3777 E McDowell Rd Phoenix, AZ 85008","$2,527"
"5151 E Guadalupe Rd Phoenix, AZ 85044","$2,567"
"21155 N 56th St Phoenix, AZ 85054","$3,147"
"4900 N 44th St Phoenix, AZ 85018","$2,915"
"13021 S 48th St Phoenix, AZ 85044","$2,198"
"8805 N 12th Pl Phoenix, AZ 85020","$2,000"
"N. N 35th Way Phoenix, AZ 85032","$4,000 /mo"
"5235 N 8th Pl Phoenix, AZ 85014","$1,795 /mo"
"2615 W Corrine Dr Phoenix, AZ 85029","$6,500 /mo"
"4303 E Cactus Rd Phoenix, AZ 85032","$1,975"
"909 S 35th Ave Phoenix, AZ 85009","$1,150"
"4202 E Darrel Rd Phoenix, AZ 85042","$1,875 /mo"
"2232 E Roosevelt St Phoenix, AZ 85006","$1,495"
"813 E Marlette Ave Phoenix, AZ 85014","$1,650"
"926 E San Miguel Ave Phoenix, AZ 85014","$2,300 /mo"
