address,price
"236 E 74th St Unit F.1303611 New York, NY 10021","$10,000"
"20 E 35th St  New York, NY 10016","$4,800"
"400 Chambers St Unit 10T.195 New York, NY 10282","$7,409"
"241 Central Park West Unit 8G New York, NY 10024","$8,795"
"150 Chambers St Unit 4 New York, NY 10007","$11,000"
"304 E 11th St Unit 4C New York, NY 10003","$2,900"
"104 W 83rd St Unit 4D New York, NY 10024","$4,950"
"331 E 33rd St Unit 3B New York, NY 10016","$4,950"
"420 E 64th St Unit W7J New York, NY 10065","$14,000"
"474 9th Ave  New York, NY 10018","$3,700"
"144 W 86th St Unit 10C New York, NY 10024","$7,650"
"28 Jane St  New York, NY 10014","$4,995"
"4489 Broadway Unit 3D New York, NY 10040","$2,400"
"66 Overlook Terrace Unit 3G New York, NY 10040","$2,350"
"286 Fort Washington Ave Unit 1D/E New York, NY 10032","$10,500"
"176 Nagle Ave Unit 4F New York, NY 10034","$3,250"
"338 E 61st St  New York, NY 10065","$5,000"
"300 E 92nd St  New York, NY 10128","$3,000"
"127 W 112th St Unit 4D New York, NY 10026","$3,360"
"127 W 112th St Unit 3C New York, NY 10026","$4,480"
"1050 6th Ave  New York, NY 10018","$11,900"
"284 Mulberry St Unit 4 New York, NY 10012","$3,495"
"375 Pleasant Ave Unit 3E New York, NY 10035","$2,200"
"170 East End Ave  New York, NY 10128","$27,000"
"450 W 17th St  New York, NY 10011","$10,000"
"354 E 91st St Unit FL9-ID1117 New York, NY 10128","$5,870"
"252 W 30th St New York, NY 10001","$10,500 /mo"
"85-88 8th Ave Unit 4U New York, NY 10011","$4,200"
"79 Laight St  New York, NY 10013","$18,995"
"45 E 28th St Unit 4.1348119 New York, NY 10016","$12,375"
"12 W 44th St  New York, NY 10036","$3,000"
"235 W 146th St Unit A03 New York, NY 10039","$2,075"
"504 E 6th St Unit 3 New York, NY 10009","$3,850"
"565 W 181st St Unit 5FW New York, NY 10033","$3,600"
"171 Suffolk St Unit 3A New York, NY 10002","$5,495"
"6 W 108th St Unit 32 New York, NY 10025","$4,925"
"56 Elizabeth St  New York, NY 10013","$8,500"
"455 E Rd  New York, NY 10044","$4,750"
"15 Central Park West  New York, NY 10023","$45,000"
"712 W 180th St Unit 22 New York, NY 10033","$4,000"
"516 W 136th St Unit 52 New York, NY 10031","$2,700"
"150 Nassau St  New York, NY 10038","$3,400"
"111 E 115th St  New York, NY 10029","$3,795"
"30 W 75th St  New York, NY 10023","$11,500"
"20 5th Ave Unit 03F New York, NY 10011","$7,600"
"324 E 116th St Unit 4A New York, NY 10029","$2,485"
"301 W 141st St Unit 2C New York, NY 10030","$2,650"
"405 E 56th St Unit 14EF New York, NY 10022","$12,500"
"400 Chambers St Unit FL7-ID1126 New York, NY 10282","$6,960"
"244 West 4th Street  New York, NY 10014","$4,395"
"3333 Broadway Unit D5J New York, NY 10031","$2,400"
"70 Battery Pl Unit 117 New York, NY 10280","$3,975"
"61 E 125th St Unit 2B New York, NY 10035","$2,995"
"100 Forsyth St Unit 13 New York, NY 10002","$4,150"
"58 W 58th St  New York, NY 10019","$6,500"
"692 10th Ave  New York, NY 10019","$7,500"
"448 Greenwich St New York, NY 10013","$14,500 /mo"
"70 W 45th St  New York, NY 10036","$11,950"
"151 E 85th St  New York, NY 10028","$23,000"
"30 Park Pl  New York, NY 10007","$20,000"
"126 Elizabeth St Unit 23 New York, NY 10013","$3,295"
"1955 1st Ave. Unit 519 New York, NY 10029","$4,700"
"1955 1st Ave. Unit 628 New York, NY 10029","$3,275"
"454 W 57th St  New York, NY 10019","$3,500"
"267 W 47th St Unit 46G New York, NY 10036","$8,400"
"599 10th Ave Unit 32E New York, NY 10036","$9,000"
"122 Duane St  New York, NY 10007","$5,995"
"126 Riverside Dr  New York, NY 10024","$4,200"
"200 Rector Pl  New York, NY 10280","$3,500"
"469 W 152nd St  New York, NY 10031","$4,850"
"62 Beach St  New York, NY 10013","$16,500"
"126 E 30th St  New York, NY 10016","$4,495"
"229 W 97th St  New York, NY 10025","$15,575"
"15 Central Park West  New York, NY 10023","$58,000"
"338 E 61st St  New York, NY 10065","$5,000"
"1 Morton St  New York, NY 10014","$23,000"
"29 Orchard St Unit 5D New York, NY 10002","$2,900"
"4 Lexington Ave New York, NY 10010","$15,995 /mo"
"451 W 36th St.  New York, NY 10018","$2,700"
"541 W 142nd St  New York, NY 10031","$2,350"
"126 W 11th St  New York, NY 10011","$6,800"
"40 E 72nd St  New York, NY 10021","$58,000"
"338 E 61st St  New York, NY 10065","$5,000"
"450 W 17th St  New York, NY 10011","$7,950"
"172 Madison Ave Unit 11C New York, NY 10016","$6,500"
"25 Waterside Plaza  New York, NY 10010","$5,100"
"561 Broadway  New York, NY 10012","$8,900"
"500 E 13th St  New York, NY 10009","$3,000"
"425 5th Ave  New York, NY 10016","$3,700"
"140 E 40th St  New York, NY 10016","$4,000"
"424 E 14th St  New York, NY 10009","$2,425"
"784 Columbus Ave Unit 7M New York, NY 10025","$7,800"
"42 W 33rd St  New York, NY 10001","$4,615"
"622 W 141st St Unit 5E New York, NY 10031","$2,850"
"20 5th Ave Unit 14A New York, NY 10011","$7,600"
"145 E 16th St Unit 03J New York, NY 10003","$4,750"
"471 W 140th St  New York, NY 10031","$5,000"
"1 Wall St  New York, NY 10005","$6,250"
"110 3rd Ave  New York, NY 10003","$13,500"
"64 E 1st St  New York, NY 10003","$16,000"
"300 E 85th St  New York, NY 10028","$2,950"
"888 Main St  New York, NY 10044","$3,200"
"201 Allen St Unit 1A New York, NY 10002","$3,750"
"100 W 143rd St Unit 12 New York, NY 10030","$3,200"
"45 Tudor City Pl Unit 2014 New York, NY 10017","$2,200"
"610 W 143rd St  New York, NY 10031","$2,200"
"560 Main St  New York, NY 10044","$4,090"
"49 St Nicholas Terrace Unit 24A New York, NY 10027","$2,400"
"140 E 46th St Unit 10H New York, NY 10017","$3,600"
"305 E 72nd St  New York, NY 10021","$5,000"
"402 E 12th St  New York, NY 10009","$5,000"
"15 E 76th St  New York, NY 10021","$9,750"
"118 W 27th St  New York, NY 10001","$9,200"
"156 William St  New York, NY 10038",Call for Rent
"55 N Moore St  New York, NY 10013","$23,500"
"1 Wall St  New York, NY 10005","$10,000"
"1420 York Ave  New York, NY 10021","$2,500"
"250 Riverside Dr  New York, NY 10025","$9,000"
"456 W 167th St Unit 6G New York, NY 10032","$2,895"
"238 Fort Washington Ave Unit 63 New York, NY 10032","$3,750"
"44 W 91st St Unit 1 New York, NY 10024","$6,000"
"44 W 91st St Unit 3 New York, NY 10024","$19,500"
"425 5th Ave  New York, NY 10016","$5,400"
"110 Charlton St  New York, NY 10014","$6,000"
"100 Barrow St  New York, NY 10014","$21,000"
"35 Hudson Yards  New York, NY 10001","$25,750"
"77 Fulton St  New York, NY 10038","$3,500"
"867 W 181st St Unit 3J New York, NY 10033","$3,000"
"11 5th Ave  New York, NY 10003","$7,000"
"16 W 40th St  New York, NY 10018","$7,500"
"414 E 120th St  New York, NY 10035","$2,949"
"145 E 48th St  New York, NY 10017","$4,800"
"432 W 38th St  New York, NY 10018","$3,000"
"351 St Nicholas Ave  New York, NY 10027","$2,600"
"742 St Nicholas Ave  New York, NY 10031","$3,000"
"30 W 18th St Unit 4E New York, NY 10011","$3,595"
"101 E 116th St Unit 2I New York, NY 10029","$2,850"
"541 E 20th St  New York, NY 10010","$8,275"
"250 Mercer St  New York, NY 10012","$5,500"
"250 Mercer St  New York, NY 10012","$7,950"
"252 South St  New York, NY 10002","$5,300"
"312 W 121st St  New York, NY 10027","$4,687"
"3 W 137th St  New York, NY 10037","$2,649"
"316 W 116th St  New York, NY 10026","$8,000"
"517 W 134th St  New York, NY 10031","$2,750"
"167 W 122nd St  New York, NY 10027","$3,749"
"330 Wadsworth Ave  New York, NY 10040","$3,300"
"40 E 94th St  New York, NY 10128","$9,500"
"486 E 74th St  New York, NY 10021","$2,275"
"169 E 99th St  New York, NY 10029","$2,630"
"63 Lispenard St  New York, NY 10013","$4,500"
"155 E 108th St Unit 2B New York, NY 10029","$2,500"
"155 E 108th St Unit 4B New York, NY 10029","$2,500"
"2066 5th Ave  New York, NY 10035","$3,600"
"25 Thompson St Unit 20A New York, NY 10013","$5,295"
"25 Thompson St Unit 20 New York, NY 10013","$5,295"
"109 E 88th St Unit 3C New York, NY 10128","$3,350"
"37 E 65th St Unit 4B New York, NY 10065","$2,875"
"945 5th Ave Unit 9A New York, NY 10021","$24,000"
"838 Greenwich St Unit APT 1A/B New York, NY 10014","$13,995"
"867 Riverside Dr  New York, NY 10032","$2,300"
"417 W 147th St  New York, NY 10031","$2,750"
"626-621 1st Ave.  New York, NY 10016","$6,000"
"558 W 161st St Unit 1B New York, NY 10032","$2,600"
"652 W 163rd St Unit 34 New York, NY 10032","$2,500"
"217 E 60th St Unit APT 502 New York, NY 10022","$4,000"
"316 W 139th St Unit 3B New York, NY 10030","$2,350"
"1803 Riverside Dr Unit 6H New York, NY 10034","$3,000"
"89 Clinton St Unit GF New York, NY 10002","$7,495"
"1526 St Nicholas Ave Unit B New York, NY 10033","$3,995"
"7 Stuyvesant Oval Unit 12E New York, NY 10009","$4,900"
"40 W 120th St Unit 2 New York, NY 10027","$3,000"
"60 W 125th St Unit 705 New York, NY 10027","$3,700"
"60 W 125th St Unit 1602 New York, NY 10027","$2,945"
"101 E 116th St Unit 4I New York, NY 10029","$2,495"
"155 E 34th St Unit APT 8E New York, NY 10016","$4,200"
"1389 Madison Ave Unit 1 New York, NY 10029","$3,399"
"359 W 123rd St  New York, NY 10027","$2,850"
